Date,Time,Alert ID,Alert Name,Severity,Source Host,Protocol/Port,Destination IP,Executive Summary,Status,Category,Action Taken
01/28/2025,07:37:00 PM,337220253011788411,Suspicious DNS Query,High,192.168.10.119,UDP port 53,192.168.22.132,Host 192.168.10.119 shows malware beaconing communication with 192.168.22.132 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/15/2025,07:38:00 PM,771659582976738460,Brute Force Attempt,Critical,192.168.25.31,UDP port 1492,192.168.11.25,Host 192.168.25.31 shows uda - trojan horse traffic communication with 192.168.11.25 over UDP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/29/2025,10:52:00 PM,313622141435529095,UDA - Trojan Horse Traffic,Critical,192.168.27.101,UDP port 53,192.168.18.235,Host 192.168.27.101 shows brute force attempt communication with 192.168.18.235 over UDP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/18/2025,12:53:00 AM,294154287180917904,Data Exfiltration Pattern,High,192.168.10.66,TCP port 443,192.168.17.54,Host 192.168.10.66 shows anomalous ssh activity communication with 192.168.17.54 over TCP port 443. ,Malicious,Policy Violation,Escalated
01/07/2025,06:01:00 PM,173528125970255698,Malware Beaconing,High,192.168.24.248,ICMP port 3389,192.168.12.38,Host 192.168.24.248 shows port scan detected communication with 192.168.12.38 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/19/2025,05:40:00 PM,408245960571541681,UDA - Trojan Horse Traffic,Critical,192.168.13.231,UDP port 8080,192.168.2.147,Host 192.168.13.231 shows anomalous ssh activity communication with 192.168.2.147 over UDP port 8080. ,Malicious,Policy Violation,Escalated
01/06/2025,07:20:00 AM,238742500143623917,Anomalous SSH Activity,Medium,192.168.2.200,UDP port 22,192.168.2.26,Host 192.168.2.200 shows brute force attempt communication with 192.168.2.26 over UDP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/28/2025,08:18:00 AM,994694293735697415,UDA - Trojan Horse Traffic,Critical,192.168.30.186,ICMP port 53,192.168.21.3,Host 192.168.30.186 shows brute force attempt communication with 192.168.21.3 over ICMP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
02/01/2025,12:38:00 AM,788126334481606145,Malware Beaconing,Low,192.168.6.14,TCP port 5900,192.168.28.166,Host 192.168.6.14 shows anomalous ssh activity communication with 192.168.28.166 over TCP port 5900. ,Legitimate,Policy Violation,Escalated
01/26/2025,12:10:00 AM,581285277813958563,Data Exfiltration Pattern,High,192.168.8.113,TCP port 443,192.168.13.88,Host 192.168.8.113 shows brute force attempt communication with 192.168.13.88 over TCP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/13/2025,03:27:00 PM,398808914759153929,Data Exfiltration Pattern,Medium,192.168.1.185,TCP port 443,192.168.6.92,Host 192.168.1.185 shows anomalous ssh activity communication with 192.168.6.92 over TCP port 443. ,Malicious,Policy Violation,Escalated
02/02/2025,05:33:00 PM,547291423017774974,Malware Beaconing,Critical,192.168.23.4,TCP port 80,192.168.6.212,Host 192.168.23.4 shows anomalous ssh activity communication with 192.168.6.212 over TCP port 80. ,Malicious,Policy Violation,Escalated
01/23/2025,03:58:00 AM,162986091794039305,UDA - Trojan Horse Traffic,Critical,192.168.1.119,ICMP port 1492,192.168.22.187,Host 192.168.1.119 shows malware beaconing communication with 192.168.22.187 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/26/2025,09:33:00 AM,888354311919312288,Brute Force Attempt,Critical,192.168.7.152,UDP port 22,192.168.20.88,Host 192.168.7.152 shows brute force attempt communication with 192.168.20.88 over UDP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/20/2025,11:02:00 AM,717705447638822266,Malware Beaconing,Low,192.168.20.137,TCP port 80,192.168.4.17,Host 192.168.20.137 shows suspicious dns query communication with 192.168.4.17 over TCP port 80. ,Legitimate,Benign Activity,No Action Required
01/26/2025,05:41:00 PM,449208042357914300,Port Scan Detected,High,192.168.26.207,TCP port 443,192.168.20.127,Host 192.168.26.207 shows suspicious dns query communication with 192.168.20.127 over TCP port 443. ,Malicious,False Positive,Closed
01/03/2025,05:32:00 AM,587299257420223500,Unauthorized Access Attempt,Critical,192.168.28.63,UDP port 3389,192.168.28.121,Host 192.168.28.63 shows anomalous ssh activity communication with 192.168.28.121 over UDP port 3389. ,Malicious,Policy Violation,Escalated
01/27/2025,10:50:00 AM,668070750942433512,Malware Beaconing,Critical,192.168.30.4,ICMP port 22,192.168.26.171,Host 192.168.30.4 shows data exfiltration pattern communication with 192.168.26.171 over ICMP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/29/2025,04:16:00 PM,477300866275810835,UDA - Trojan Horse Traffic,Medium,192.168.29.108,TCP port 5900,192.168.25.18,Host 192.168.29.108 shows suspicious dns query communication with 192.168.25.18 over TCP port 5900. ,Malicious,False Positive,Closed
01/26/2025,09:46:00 AM,634989352992917328,Suspicious DNS Query,Low,192.168.7.36,ICMP port 22,192.168.29.53,Host 192.168.7.36 shows port scan detected communication with 192.168.29.53 over ICMP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/08/2025,02:18:00 PM,775011027992153256,Anomalous SSH Activity,Low,192.168.15.67,TCP port 1492,192.168.27.49,Host 192.168.15.67 shows suspicious dns query communication with 192.168.27.49 over TCP port 1492. ,Legitimate,Benign Activity,No Action Required
01/31/2025,02:46:00 AM,907974442935881835,Unauthorized Access Attempt,High,192.168.14.42,UDP port 1492,192.168.23.40,Host 192.168.14.42 shows data exfiltration pattern communication with 192.168.23.40 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/16/2025,07:10:00 AM,391477415778056815,Brute Force Attempt,Critical,192.168.22.232,UDP port 22,192.168.21.107,Host 192.168.22.232 shows port scan detected communication with 192.168.21.107 over UDP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/24/2025,02:58:00 AM,488050217092644652,Port Scan Detected,High,192.168.30.102,ICMP port 5900,192.168.21.35,Host 192.168.30.102 shows uda - trojan horse traffic communication with 192.168.21.35 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/20/2025,11:52:00 PM,261326653650332373,UDA - Trojan Horse Traffic,Low,192.168.26.109,TCP port 5900,192.168.27.176,Host 192.168.26.109 shows malware beaconing communication with 192.168.27.176 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
02/01/2025,06:41:00 AM,433219311247165343,Malware Beaconing,Critical,192.168.9.113,TCP port 3389,192.168.17.30,Host 192.168.9.113 shows malware beaconing communication with 192.168.17.30 over TCP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/26/2025,03:16:00 PM,163404267395893188,Suspicious DNS Query,High,192.168.10.236,ICMP port 3389,192.168.14.112,Host 192.168.10.236 shows port scan detected communication with 192.168.14.112 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/29/2025,01:17:00 AM,768421257931026321,Anomalous SSH Activity,Low,192.168.25.162,ICMP port 8080,192.168.23.57,Host 192.168.25.162 shows brute force attempt communication with 192.168.23.57 over ICMP port 8080. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
01/23/2025,11:56:00 AM,542638187497751348,Data Exfiltration Pattern,Low,192.168.21.235,ICMP port 8080,192.168.11.90,Host 192.168.21.235 shows uda - trojan horse traffic communication with 192.168.11.90 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/11/2025,09:05:00 AM,502791579800398223,Malware Beaconing,High,192.168.28.125,ICMP port 22,192.168.2.188,Host 192.168.28.125 shows unauthorized access attempt communication with 192.168.2.188 over ICMP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/06/2025,12:51:00 AM,214567594745186477,Brute Force Attempt,Medium,192.168.12.171,UDP port 53,192.168.17.18,Host 192.168.12.171 shows suspicious dns query communication with 192.168.17.18 over UDP port 53. ,Malicious,False Positive,Closed
01/16/2025,08:52:00 PM,322441187295835165,Anomalous SSH Activity,Critical,192.168.14.115,TCP port 1492,192.168.4.233,Host 192.168.14.115 shows port scan detected communication with 192.168.4.233 over TCP port 1492. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/04/2025,10:39:00 AM,294175674947298390,UDA - Trojan Horse Traffic,Critical,192.168.9.193,TCP port 8080,192.168.22.182,Host 192.168.9.193 shows port scan detected communication with 192.168.22.182 over TCP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/18/2025,07:04:00 PM,646113250373816851,Port Scan Detected,High,192.168.10.11,UDP port 3389,192.168.20.172,Host 192.168.10.11 shows malware beaconing communication with 192.168.20.172 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
02/04/2025,03:41:00 AM,128613923217860543,Malware Beaconing,Critical,192.168.21.220,UDP port 443,192.168.30.207,Host 192.168.21.220 shows anomalous ssh activity communication with 192.168.30.207 over UDP port 443. ,Malicious,Policy Violation,Escalated
02/03/2025,06:17:00 PM,692395223868387985,Malware Beaconing,High,192.168.21.167,UDP port 443,192.168.1.173,Host 192.168.21.167 shows uda - trojan horse traffic communication with 192.168.1.173 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/14/2025,10:32:00 AM,731893273100917573,Anomalous SSH Activity,Low,192.168.15.128,ICMP port 53,192.168.23.11,Host 192.168.15.128 shows suspicious dns query communication with 192.168.23.11 over ICMP port 53. ,Legitimate,Benign Activity,No Action Required
01/25/2025,11:06:00 AM,838788070445407056,UDA - Trojan Horse Traffic,Medium,192.168.18.167,ICMP port 53,192.168.22.80,Host 192.168.18.167 shows suspicious dns query communication with 192.168.22.80 over ICMP port 53. ,Malicious,False Positive,Closed
01/10/2025,06:20:00 PM,289852121068120661,Malware Beaconing,Critical,192.168.19.231,TCP port 53,192.168.29.91,Host 192.168.19.231 shows suspicious dns query communication with 192.168.29.91 over TCP port 53. ,Malicious,False Positive,Closed
01/21/2025,07:29:00 AM,871250757365783213,UDA - Trojan Horse Traffic,High,192.168.2.224,TCP port 80,192.168.29.137,Host 192.168.2.224 shows malware beaconing communication with 192.168.29.137 over TCP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/17/2025,10:13:00 AM,102395028598116417,UDA - Trojan Horse Traffic,High,192.168.1.222,UDP port 5900,192.168.1.198,Host 192.168.1.222 shows unauthorized access attempt communication with 192.168.1.198 over UDP port 5900. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/22/2025,05:32:00 PM,746874954631392155,Unauthorized Access Attempt,Critical,192.168.1.81,TCP port 53,192.168.22.204,Host 192.168.1.81 shows malware beaconing communication with 192.168.22.204 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/17/2025,03:31:00 PM,106210929281444621,Data Exfiltration Pattern,Critical,192.168.5.130,UDP port 3389,192.168.6.191,Host 192.168.5.130 shows unauthorized access attempt communication with 192.168.6.191 over UDP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
02/02/2025,06:30:00 PM,214013530574591849,Port Scan Detected,Low,192.168.3.124,UDP port 1492,192.168.30.67,Host 192.168.3.124 shows port scan detected communication with 192.168.30.67 over UDP port 1492. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/08/2025,05:02:00 AM,711839425238473371,Data Exfiltration Pattern,High,192.168.3.199,ICMP port 3389,192.168.19.14,Host 192.168.3.199 shows unauthorized access attempt communication with 192.168.19.14 over ICMP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
02/02/2025,04:28:00 PM,420220551549795632,Malware Beaconing,Medium,192.168.3.168,ICMP port 22,192.168.19.50,Host 192.168.3.168 shows anomalous ssh activity communication with 192.168.19.50 over ICMP port 22. ,Malicious,Policy Violation,Escalated
01/21/2025,04:09:00 AM,851283701126016660,Port Scan Detected,Low,192.168.6.152,ICMP port 3389,192.168.11.238,Host 192.168.6.152 shows brute force attempt communication with 192.168.11.238 over ICMP port 3389. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
01/11/2025,08:28:00 AM,732643147604314260,Port Scan Detected,Critical,192.168.13.65,UDP port 80,192.168.2.41,Host 192.168.13.65 shows uda - trojan horse traffic communication with 192.168.2.41 over UDP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/10/2025,04:49:00 AM,575045137762095944,Anomalous SSH Activity,Low,192.168.22.91,ICMP port 53,192.168.13.252,Host 192.168.22.91 shows unauthorized access attempt communication with 192.168.13.252 over ICMP port 53. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated
01/25/2025,10:26:00 AM,741555818290696725,Suspicious DNS Query,Critical,192.168.8.150,ICMP port 8080,192.168.30.157,Host 192.168.8.150 shows brute force attempt communication with 192.168.30.157 over ICMP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/31/2025,09:38:00 AM,347756109634235962,Brute Force Attempt,Critical,192.168.21.32,ICMP port 22,192.168.16.140,Host 192.168.21.32 shows unauthorized access attempt communication with 192.168.16.140 over ICMP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/23/2025,06:28:00 PM,562399049272370671,Port Scan Detected,Critical,192.168.9.177,UDP port 53,192.168.10.92,Host 192.168.9.177 shows suspicious dns query communication with 192.168.10.92 over UDP port 53. ,Malicious,False Positive,Closed
01/22/2025,10:56:00 AM,744483409647033758,Brute Force Attempt,High,192.168.16.243,UDP port 5900,192.168.23.71,Host 192.168.16.243 shows suspicious dns query communication with 192.168.23.71 over UDP port 5900. ,Malicious,False Positive,Closed
01/22/2025,09:58:00 PM,904452389785105625,UDA - Trojan Horse Traffic,High,192.168.15.185,TCP port 1492,192.168.17.100,Host 192.168.15.185 shows anomalous ssh activity communication with 192.168.17.100 over TCP port 1492. ,Malicious,Policy Violation,Escalated
02/01/2025,12:46:00 AM,164302666273682375,Brute Force Attempt,Critical,192.168.20.78,UDP port 443,192.168.21.80,Host 192.168.20.78 shows unauthorized access attempt communication with 192.168.21.80 over UDP port 443. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/23/2025,08:04:00 AM,332178113684493669,UDA - Trojan Horse Traffic,Critical,192.168.5.61,UDP port 1492,192.168.26.248,Host 192.168.5.61 shows data exfiltration pattern communication with 192.168.26.248 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/16/2025,02:00:00 AM,480953304094396226,UDA - Trojan Horse Traffic,Critical,192.168.17.70,UDP port 443,192.168.23.238,Host 192.168.17.70 shows uda - trojan horse traffic communication with 192.168.23.238 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/26/2025,03:49:00 AM,260403944819169148,Malware Beaconing,Medium,192.168.1.24,UDP port 8080,192.168.25.152,Host 192.168.1.24 shows data exfiltration pattern communication with 192.168.25.152 over UDP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/13/2025,03:52:00 AM,755831612285634652,Brute Force Attempt,Critical,192.168.16.192,ICMP port 53,192.168.16.3,Host 192.168.16.192 shows port scan detected communication with 192.168.16.3 over ICMP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/04/2025,03:14:00 PM,359295378661517861,Data Exfiltration Pattern,High,192.168.4.145,TCP port 5900,192.168.28.3,Host 192.168.4.145 shows uda - trojan horse traffic communication with 192.168.28.3 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/04/2025,04:33:00 AM,966898043993309485,Unauthorized Access Attempt,High,192.168.15.244,UDP port 80,192.168.24.149,Host 192.168.15.244 shows data exfiltration pattern communication with 192.168.24.149 over UDP port 80. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/15/2025,06:10:00 PM,258326201548686535,Suspicious DNS Query,High,192.168.13.42,UDP port 5900,192.168.5.91,Host 192.168.13.42 shows suspicious dns query communication with 192.168.5.91 over UDP port 5900. ,Malicious,False Positive,Closed
01/21/2025,10:07:00 PM,473280560444624815,Malware Beaconing,High,192.168.29.205,TCP port 1492,192.168.12.80,Host 192.168.29.205 shows unauthorized access attempt communication with 192.168.12.80 over TCP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/01/2025,12:19:00 PM,801459994884491755,Suspicious DNS Query,High,192.168.10.131,TCP port 5900,192.168.1.216,Host 192.168.10.131 shows uda - trojan horse traffic communication with 192.168.1.216 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/23/2025,09:10:00 PM,161969463665400518,UDA - Trojan Horse Traffic,High,192.168.6.187,ICMP port 3389,192.168.13.166,Host 192.168.6.187 shows data exfiltration pattern communication with 192.168.13.166 over ICMP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/05/2025,10:12:00 AM,565733817554789146,Unauthorized Access Attempt,Medium,192.168.9.18,TCP port 1492,192.168.14.106,Host 192.168.9.18 shows unauthorized access attempt communication with 192.168.14.106 over TCP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/08/2025,02:04:00 PM,270607547957159329,Malware Beaconing,High,192.168.6.177,UDP port 1492,192.168.1.75,Host 192.168.6.177 shows suspicious dns query communication with 192.168.1.75 over UDP port 1492. ,Malicious,False Positive,Closed
01/25/2025,04:10:00 PM,990085061257151851,Data Exfiltration Pattern,Low,192.168.27.246,UDP port 3389,192.168.16.223,Host 192.168.27.246 shows suspicious dns query communication with 192.168.16.223 over UDP port 3389. ,Legitimate,Benign Activity,No Action Required
01/11/2025,08:32:00 PM,243631494061697176,Anomalous SSH Activity,Medium,192.168.1.20,TCP port 1492,192.168.14.124,Host 192.168.1.20 shows port scan detected communication with 192.168.14.124 over TCP port 1492. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
02/02/2025,03:15:00 PM,103563563634648339,Unauthorized Access Attempt,Critical,192.168.22.247,UDP port 1492,192.168.9.187,Host 192.168.22.247 shows uda - trojan horse traffic communication with 192.168.9.187 over UDP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/31/2025,11:37:00 AM,780517003970631896,Data Exfiltration Pattern,High,192.168.28.197,TCP port 443,192.168.17.60,Host 192.168.28.197 shows data exfiltration pattern communication with 192.168.17.60 over TCP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/26/2025,04:46:00 PM,963923956040155206,Malware Beaconing,High,192.168.27.149,UDP port 22,192.168.23.39,Host 192.168.27.149 shows suspicious dns query communication with 192.168.23.39 over UDP port 22. ,Malicious,False Positive,Closed
02/02/2025,09:38:00 PM,407058256204950554,Unauthorized Access Attempt,Critical,192.168.15.142,TCP port 53,192.168.11.56,Host 192.168.15.142 shows port scan detected communication with 192.168.11.56 over TCP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/21/2025,02:56:00 AM,950839820499269259,Brute Force Attempt,Low,192.168.2.138,TCP port 5900,192.168.15.35,Host 192.168.2.138 shows uda - trojan horse traffic communication with 192.168.15.35 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
02/01/2025,06:12:00 AM,571241529069989868,Unauthorized Access Attempt,Critical,192.168.24.56,TCP port 22,192.168.22.20,Host 192.168.24.56 shows port scan detected communication with 192.168.22.20 over TCP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/15/2025,11:23:00 AM,757883325689121659,Port Scan Detected,Medium,192.168.6.217,ICMP port 53,192.168.4.187,Host 192.168.6.217 shows data exfiltration pattern communication with 192.168.4.187 over ICMP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
02/03/2025,03:01:00 PM,412312317548304927,Data Exfiltration Pattern,Critical,192.168.11.116,UDP port 8080,192.168.16.106,Host 192.168.11.116 shows brute force attempt communication with 192.168.16.106 over UDP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/03/2025,06:58:00 AM,962354176657056872,Unauthorized Access Attempt,Low,192.168.5.59,TCP port 5900,192.168.3.185,Host 192.168.5.59 shows data exfiltration pattern communication with 192.168.3.185 over TCP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/19/2025,05:54:00 AM,473537878867831657,Brute Force Attempt,Critical,192.168.14.10,UDP port 53,192.168.16.108,Host 192.168.14.10 shows uda - trojan horse traffic communication with 192.168.16.108 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/02/2025,01:14:00 AM,836559134091970564,Unauthorized Access Attempt,Medium,192.168.29.138,UDP port 22,192.168.5.221,Host 192.168.29.138 shows suspicious dns query communication with 192.168.5.221 over UDP port 22. ,Malicious,False Positive,Closed
01/01/2025,02:21:00 AM,233056055527630115,Data Exfiltration Pattern,Medium,192.168.7.156,TCP port 1492,192.168.3.204,Host 192.168.7.156 shows data exfiltration pattern communication with 192.168.3.204 over TCP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/14/2025,02:24:00 AM,566939373181941991,UDA - Trojan Horse Traffic,Low,192.168.4.50,TCP port 22,192.168.9.58,Host 192.168.4.50 shows brute force attempt communication with 192.168.9.58 over TCP port 22. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
02/03/2025,03:59:00 AM,868473324890173957,Suspicious DNS Query,Medium,192.168.10.187,TCP port 5900,192.168.8.8,Host 192.168.10.187 shows suspicious dns query communication with 192.168.8.8 over TCP port 5900. ,Malicious,False Positive,Closed
01/16/2025,03:13:00 AM,643614391562243473,Anomalous SSH Activity,Medium,192.168.28.83,TCP port 443,192.168.27.131,Host 192.168.28.83 shows brute force attempt communication with 192.168.27.131 over TCP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
02/04/2025,02:46:00 PM,370728222705638784,Unauthorized Access Attempt,Low,192.168.26.149,ICMP port 3389,192.168.10.29,Host 192.168.26.149 shows malware beaconing communication with 192.168.10.29 over ICMP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/01/2025,01:27:00 AM,781539343155643385,Malware Beaconing,Medium,192.168.12.213,ICMP port 53,192.168.24.109,Host 192.168.12.213 shows malware beaconing communication with 192.168.24.109 over ICMP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/30/2025,01:26:00 AM,962138978336612989,UDA - Trojan Horse Traffic,Low,192.168.4.146,TCP port 5900,192.168.22.42,Host 192.168.4.146 shows port scan detected communication with 192.168.22.42 over TCP port 5900. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/09/2025,09:25:00 PM,987375439431344806,Port Scan Detected,Critical,192.168.25.70,TCP port 53,192.168.6.168,Host 192.168.25.70 shows anomalous ssh activity communication with 192.168.6.168 over TCP port 53. ,Malicious,Policy Violation,Escalated
01/26/2025,09:25:00 AM,207530374886237509,Suspicious DNS Query,High,192.168.21.78,TCP port 3389,192.168.9.127,Host 192.168.21.78 shows malware beaconing communication with 192.168.9.127 over TCP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/20/2025,06:56:00 AM,974283335951450318,Brute Force Attempt,Low,192.168.18.7,UDP port 8080,192.168.11.103,Host 192.168.18.7 shows port scan detected communication with 192.168.11.103 over UDP port 8080. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/27/2025,05:57:00 AM,755692670316521901,Anomalous SSH Activity,Critical,192.168.7.126,UDP port 1492,192.168.24.110,Host 192.168.7.126 shows data exfiltration pattern communication with 192.168.24.110 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/14/2025,07:06:00 AM,541918029146251843,Suspicious DNS Query,High,192.168.5.65,ICMP port 443,192.168.3.112,Host 192.168.5.65 shows suspicious dns query communication with 192.168.3.112 over ICMP port 443. ,Malicious,False Positive,Closed
01/05/2025,03:43:00 PM,691631516463018584,Suspicious DNS Query,Critical,192.168.29.192,TCP port 5900,192.168.2.216,Host 192.168.29.192 shows uda - trojan horse traffic communication with 192.168.2.216 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/24/2025,10:24:00 AM,420933300044602772,Anomalous SSH Activity,Medium,192.168.29.93,UDP port 22,192.168.5.90,Host 192.168.29.93 shows brute force attempt communication with 192.168.5.90 over UDP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/18/2025,06:32:00 PM,477055975532337501,Data Exfiltration Pattern,Critical,192.168.24.162,UDP port 8080,192.168.28.128,Host 192.168.24.162 shows uda - trojan horse traffic communication with 192.168.28.128 over UDP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/11/2025,05:34:00 PM,576264247970196196,Brute Force Attempt,Critical,192.168.12.218,TCP port 5900,192.168.10.75,Host 192.168.12.218 shows suspicious dns query communication with 192.168.10.75 over TCP port 5900. ,Malicious,False Positive,Closed
01/05/2025,04:46:00 PM,506768150451059741,Brute Force Attempt,Critical,192.168.9.6,UDP port 3389,192.168.9.238,Host 192.168.9.6 shows brute force attempt communication with 192.168.9.238 over UDP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/12/2025,11:33:00 PM,171372194021383757,Anomalous SSH Activity,High,192.168.9.24,ICMP port 1492,192.168.20.58,Host 192.168.9.24 shows malware beaconing communication with 192.168.20.58 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/27/2025,03:49:00 PM,372032122466409430,Port Scan Detected,Low,192.168.14.105,UDP port 443,192.168.14.221,Host 192.168.14.105 shows uda - trojan horse traffic communication with 192.168.14.221 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/12/2025,03:03:00 PM,402887745417217369,Malware Beaconing,Medium,192.168.17.105,ICMP port 8080,192.168.3.151,Host 192.168.17.105 shows brute force attempt communication with 192.168.3.151 over ICMP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/14/2025,01:02:00 PM,681199020276233046,Suspicious DNS Query,Critical,192.168.11.224,TCP port 443,192.168.5.234,Host 192.168.11.224 shows suspicious dns query communication with 192.168.5.234 over TCP port 443. ,Malicious,False Positive,Closed
01/18/2025,02:17:00 AM,256917085043038752,Unauthorized Access Attempt,High,192.168.14.183,UDP port 5900,192.168.16.55,Host 192.168.14.183 shows data exfiltration pattern communication with 192.168.16.55 over UDP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/18/2025,12:13:00 AM,269233739330787744,Brute Force Attempt,High,192.168.19.24,UDP port 53,192.168.17.68,Host 192.168.19.24 shows port scan detected communication with 192.168.17.68 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/24/2025,03:19:00 AM,645269747686387066,Malware Beaconing,Critical,192.168.28.35,TCP port 1492,192.168.25.33,Host 192.168.28.35 shows unauthorized access attempt communication with 192.168.25.33 over TCP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/26/2025,10:51:00 PM,340058392224629507,Data Exfiltration Pattern,Medium,192.168.23.238,ICMP port 53,192.168.19.71,Host 192.168.23.238 shows port scan detected communication with 192.168.19.71 over ICMP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/04/2025,03:50:00 AM,315104754777915297,Brute Force Attempt,High,192.168.5.110,TCP port 22,192.168.24.213,Host 192.168.5.110 shows anomalous ssh activity communication with 192.168.24.213 over TCP port 22. ,Malicious,Policy Violation,Escalated
01/08/2025,04:40:00 AM,982219868116358668,Brute Force Attempt,High,192.168.13.95,UDP port 443,192.168.30.156,Host 192.168.13.95 shows data exfiltration pattern communication with 192.168.30.156 over UDP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
