Alert Name,Severity,Executive Summary,Status,Category,Action Taken,Hour,Minute,DayOfWeek,IsWeekend,Protocol,Port,Src_Private,Dst_Private,Same_Subnet,keyword_count,has_malware_kw,has_recon_kw,has_policy_kw,severity_ordinal,port_num,high_risk_port,off_hours,flow_count,bytes_transferred,duration_sec
UDA - Trojan Horse Traffic,Critical,Host 192.168.30.186 shows brute force attempt communication with 192.168.21.3 over ICMP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,8,18,1,0,ICMP,53,1,1,0,1,0,1,0,3,53,0,0,0,0,0
Malware Beaconing,Low,Host 192.168.6.14 shows anomalous ssh activity communication with 192.168.28.166 over TCP port 5900. ,Legitimate,Policy Violation,Escalated,0,38,5,1,TCP,5900,1,1,0,1,0,0,1,0,5900,1,1,0,0,0
Data Exfiltration Pattern,High,Host 192.168.8.113 shows brute force attempt communication with 192.168.13.88 over TCP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,0,10,6,1,TCP,443,1,1,0,1,0,1,0,2,443,0,1,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.1.185 shows anomalous ssh activity communication with 192.168.6.92 over TCP port 443. ,Malicious,Policy Violation,Escalated,15,27,0,0,TCP,443,1,1,0,1,0,0,1,1,443,0,0,0,0,0
Malware Beaconing,Critical,Host 192.168.23.4 shows anomalous ssh activity communication with 192.168.6.212 over TCP port 80. ,Malicious,Policy Violation,Escalated,17,33,6,1,TCP,80,1,1,0,1,0,0,1,3,80,0,0,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.1.119 shows malware beaconing communication with 192.168.22.187 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,3,58,3,0,ICMP,1492,1,1,0,3,1,0,0,3,1492,1,1,0,0,0
Brute Force Attempt,Critical,Host 192.168.7.152 shows brute force attempt communication with 192.168.20.88 over UDP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,9,33,6,1,UDP,22,1,1,0,1,0,1,0,3,22,1,0,0,0,0
Malware Beaconing,Low,Host 192.168.20.137 shows suspicious dns query communication with 192.168.4.17 over TCP port 80. ,Legitimate,Benign Activity,No Action Required,11,2,0,0,TCP,80,1,1,0,0,0,0,0,0,80,0,0,0,0,0
Port Scan Detected,High,Host 192.168.26.207 shows suspicious dns query communication with 192.168.20.127 over TCP port 443. ,Malicious,False Positive,Closed,17,41,6,1,TCP,443,1,1,0,0,0,0,0,2,443,0,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.28.63 shows anomalous ssh activity communication with 192.168.28.121 over UDP port 3389. ,Malicious,Policy Violation,Escalated,5,32,4,0,UDP,3389,1,1,1,1,0,0,1,3,3389,1,1,0,0,0
Malware Beaconing,Critical,Host 192.168.30.4 shows data exfiltration pattern communication with 192.168.26.171 over ICMP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,10,50,0,0,ICMP,22,1,1,0,1,1,0,0,3,22,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.29.108 shows suspicious dns query communication with 192.168.25.18 over TCP port 5900. ,Malicious,False Positive,Closed,16,16,2,0,TCP,5900,1,1,0,0,0,0,0,1,5900,1,0,0,0,0
Suspicious DNS Query,Low,Host 192.168.7.36 shows port scan detected communication with 192.168.29.53 over ICMP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,9,46,6,1,ICMP,22,1,1,0,3,0,1,0,0,22,1,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.15.67 shows suspicious dns query communication with 192.168.27.49 over TCP port 1492. ,Legitimate,Benign Activity,No Action Required,14,18,2,0,TCP,1492,1,1,0,0,0,0,0,0,1492,1,0,0,0,0
Unauthorized Access Attempt,High,Host 192.168.14.42 shows data exfiltration pattern communication with 192.168.23.40 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,2,46,4,0,UDP,1492,1,1,0,1,1,0,0,2,1492,1,1,0,0,0
Brute Force Attempt,Critical,Host 192.168.22.232 shows port scan detected communication with 192.168.21.107 over UDP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,7,10,3,0,UDP,22,1,1,0,3,0,1,0,3,22,1,0,0,0,0
Port Scan Detected,High,Host 192.168.30.102 shows uda - trojan horse traffic communication with 192.168.21.35 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,2,58,4,0,ICMP,5900,1,1,0,3,1,0,0,2,5900,1,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.26.109 shows malware beaconing communication with 192.168.27.176 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,23,52,0,0,TCP,5900,1,1,0,3,1,0,0,0,5900,1,0,0,0,0
Malware Beaconing,Critical,Host 192.168.9.113 shows malware beaconing communication with 192.168.17.30 over TCP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,6,41,5,1,TCP,3389,1,1,0,3,1,0,0,3,3389,1,0,0,0,0
Suspicious DNS Query,High,Host 192.168.10.236 shows port scan detected communication with 192.168.14.112 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,15,16,6,1,ICMP,3389,1,1,0,3,0,1,0,2,3389,1,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.25.162 shows brute force attempt communication with 192.168.23.57 over ICMP port 8080. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,1,17,2,0,ICMP,8080,1,1,0,1,0,1,0,0,8080,0,1,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.21.235 shows uda - trojan horse traffic communication with 192.168.11.90 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,11,56,3,0,ICMP,8080,1,1,0,3,1,0,0,0,8080,0,0,0,0,0
Malware Beaconing,High,Host 192.168.28.125 shows unauthorized access attempt communication with 192.168.2.188 over ICMP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,9,5,5,1,ICMP,22,1,1,0,3,0,0,1,2,22,1,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.12.171 shows suspicious dns query communication with 192.168.17.18 over UDP port 53. ,Malicious,False Positive,Closed,0,51,0,0,UDP,53,1,1,0,0,0,0,0,1,53,0,1,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.14.115 shows port scan detected communication with 192.168.4.233 over TCP port 1492. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,20,52,3,0,TCP,1492,1,1,0,3,0,1,0,3,1492,1,0,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.9.193 shows port scan detected communication with 192.168.22.182 over TCP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,10,39,5,1,TCP,8080,1,1,0,3,0,1,0,3,8080,0,0,0,0,0
Port Scan Detected,High,Host 192.168.10.11 shows malware beaconing communication with 192.168.20.172 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,19,4,5,1,UDP,3389,1,1,0,3,1,0,0,2,3389,1,0,0,0,0
Malware Beaconing,Critical,Host 192.168.21.220 shows anomalous ssh activity communication with 192.168.30.207 over UDP port 443. ,Malicious,Policy Violation,Escalated,3,41,1,0,UDP,443,1,1,0,1,0,0,1,3,443,0,1,0,0,0
Malware Beaconing,High,Host 192.168.21.167 shows uda - trojan horse traffic communication with 192.168.1.173 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,18,17,0,0,UDP,443,1,1,0,3,1,0,0,2,443,0,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.15.128 shows suspicious dns query communication with 192.168.23.11 over ICMP port 53. ,Legitimate,Benign Activity,No Action Required,10,32,1,0,ICMP,53,1,1,0,0,0,0,0,0,53,0,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.18.167 shows suspicious dns query communication with 192.168.22.80 over ICMP port 53. ,Malicious,False Positive,Closed,11,6,5,1,ICMP,53,1,1,0,0,0,0,0,1,53,0,0,0,0,0
Malware Beaconing,Critical,Host 192.168.19.231 shows suspicious dns query communication with 192.168.29.91 over TCP port 53. ,Malicious,False Positive,Closed,18,20,4,0,TCP,53,1,1,0,0,0,0,0,3,53,0,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.2.224 shows malware beaconing communication with 192.168.29.137 over TCP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,7,29,1,0,TCP,80,1,1,0,3,1,0,0,2,80,0,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.1.222 shows unauthorized access attempt communication with 192.168.1.198 over UDP port 5900. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,10,13,4,0,UDP,5900,1,1,1,3,0,0,1,2,5900,1,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.1.81 shows malware beaconing communication with 192.168.22.204 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,17,32,2,0,TCP,53,1,1,0,3,1,0,0,3,53,0,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.5.130 shows unauthorized access attempt communication with 192.168.6.191 over UDP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,15,31,4,0,UDP,3389,1,1,0,3,0,0,1,3,3389,1,0,0,0,0
Port Scan Detected,Low,Host 192.168.3.124 shows port scan detected communication with 192.168.30.67 over UDP port 1492. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,18,30,6,1,UDP,1492,1,1,0,3,0,1,0,0,1492,1,0,0,0,0
Data Exfiltration Pattern,High,Host 192.168.3.199 shows unauthorized access attempt communication with 192.168.19.14 over ICMP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,5,2,2,0,ICMP,3389,1,1,0,3,0,0,1,2,3389,1,1,0,0,0
Malware Beaconing,Medium,Host 192.168.3.168 shows anomalous ssh activity communication with 192.168.19.50 over ICMP port 22. ,Malicious,Policy Violation,Escalated,16,28,6,1,ICMP,22,1,1,0,1,0,0,1,1,22,1,0,0,0,0
Port Scan Detected,Low,Host 192.168.6.152 shows brute force attempt communication with 192.168.11.238 over ICMP port 3389. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,4,9,1,0,ICMP,3389,1,1,0,1,0,1,0,0,3389,1,1,0,0,0
Port Scan Detected,Critical,Host 192.168.13.65 shows uda - trojan horse traffic communication with 192.168.2.41 over UDP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,8,28,5,1,UDP,80,1,1,0,3,1,0,0,3,80,0,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.22.91 shows unauthorized access attempt communication with 192.168.13.252 over ICMP port 53. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,4,49,4,0,ICMP,53,1,1,0,3,0,0,1,0,53,0,1,0,0,0
Suspicious DNS Query,Critical,Host 192.168.8.150 shows brute force attempt communication with 192.168.30.157 over ICMP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,10,26,5,1,ICMP,8080,1,1,0,1,0,1,0,3,8080,0,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.21.32 shows unauthorized access attempt communication with 192.168.16.140 over ICMP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,9,38,4,0,ICMP,22,1,1,0,3,0,0,1,3,22,1,0,0,0,0
Port Scan Detected,Critical,Host 192.168.9.177 shows suspicious dns query communication with 192.168.10.92 over UDP port 53. ,Malicious,False Positive,Closed,18,28,3,0,UDP,53,1,1,0,0,0,0,0,3,53,0,0,0,0,0
Brute Force Attempt,High,Host 192.168.16.243 shows suspicious dns query communication with 192.168.23.71 over UDP port 5900. ,Malicious,False Positive,Closed,10,56,2,0,UDP,5900,1,1,0,0,0,0,0,2,5900,1,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.15.185 shows anomalous ssh activity communication with 192.168.17.100 over TCP port 1492. ,Malicious,Policy Violation,Escalated,21,58,2,0,TCP,1492,1,1,0,1,0,0,1,2,1492,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.20.78 shows unauthorized access attempt communication with 192.168.21.80 over UDP port 443. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,0,46,5,1,UDP,443,1,1,0,3,0,0,1,3,443,0,1,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.5.61 shows data exfiltration pattern communication with 192.168.26.248 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,8,4,3,0,UDP,1492,1,1,0,1,1,0,0,3,1492,1,0,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.17.70 shows uda - trojan horse traffic communication with 192.168.23.238 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,2,0,3,0,UDP,443,1,1,0,3,1,0,0,3,443,0,1,0,0,0
Malware Beaconing,Medium,Host 192.168.1.24 shows data exfiltration pattern communication with 192.168.25.152 over UDP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,3,49,6,1,UDP,8080,1,1,0,1,1,0,0,1,8080,0,1,0,0,0
Brute Force Attempt,Critical,Host 192.168.16.192 shows port scan detected communication with 192.168.16.3 over ICMP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,3,52,0,0,ICMP,53,1,1,1,3,0,1,0,3,53,0,1,0,0,0
Data Exfiltration Pattern,High,Host 192.168.4.145 shows uda - trojan horse traffic communication with 192.168.28.3 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,15,14,5,1,TCP,5900,1,1,0,3,1,0,0,2,5900,1,0,0,0,0
Unauthorized Access Attempt,High,Host 192.168.15.244 shows data exfiltration pattern communication with 192.168.24.149 over UDP port 80. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,4,33,5,1,UDP,80,1,1,0,1,1,0,0,2,80,0,1,0,0,0
Suspicious DNS Query,High,Host 192.168.13.42 shows suspicious dns query communication with 192.168.5.91 over UDP port 5900. ,Malicious,False Positive,Closed,18,10,2,0,UDP,5900,1,1,0,0,0,0,0,2,5900,1,0,0,0,0
Malware Beaconing,High,Host 192.168.29.205 shows unauthorized access attempt communication with 192.168.12.80 over TCP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,22,7,1,0,TCP,1492,1,1,0,3,0,0,1,2,1492,1,0,0,0,0
Suspicious DNS Query,High,Host 192.168.10.131 shows uda - trojan horse traffic communication with 192.168.1.216 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,12,19,2,0,TCP,5900,1,1,0,3,1,0,0,2,5900,1,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.6.187 shows data exfiltration pattern communication with 192.168.13.166 over ICMP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,21,10,3,0,ICMP,3389,1,1,0,1,1,0,0,2,3389,1,0,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.9.18 shows unauthorized access attempt communication with 192.168.14.106 over TCP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,10,12,6,1,TCP,1492,1,1,0,3,0,0,1,1,1492,1,0,0,0,0
Malware Beaconing,High,Host 192.168.6.177 shows suspicious dns query communication with 192.168.1.75 over UDP port 1492. ,Malicious,False Positive,Closed,14,4,2,0,UDP,1492,1,1,0,0,0,0,0,2,1492,1,0,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.27.246 shows suspicious dns query communication with 192.168.16.223 over UDP port 3389. ,Legitimate,Benign Activity,No Action Required,16,10,5,1,UDP,3389,1,1,0,0,0,0,0,0,3389,1,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.1.20 shows port scan detected communication with 192.168.14.124 over TCP port 1492. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,20,32,5,1,TCP,1492,1,1,0,3,0,1,0,1,1492,1,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.22.247 shows uda - trojan horse traffic communication with 192.168.9.187 over UDP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,15,15,6,1,UDP,1492,1,1,0,3,1,0,0,3,1492,1,0,0,0,0
Data Exfiltration Pattern,High,Host 192.168.28.197 shows data exfiltration pattern communication with 192.168.17.60 over TCP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,11,37,4,0,TCP,443,1,1,0,1,1,0,0,2,443,0,0,0,0,0
Malware Beaconing,High,Host 192.168.27.149 shows suspicious dns query communication with 192.168.23.39 over UDP port 22. ,Malicious,False Positive,Closed,16,46,6,1,UDP,22,1,1,0,0,0,0,0,2,22,1,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.15.142 shows port scan detected communication with 192.168.11.56 over TCP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,21,38,6,1,TCP,53,1,1,0,3,0,1,0,3,53,0,0,0,0,0
Brute Force Attempt,Low,Host 192.168.2.138 shows uda - trojan horse traffic communication with 192.168.15.35 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,2,56,1,0,TCP,5900,1,1,0,3,1,0,0,0,5900,1,1,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.24.56 shows port scan detected communication with 192.168.22.20 over TCP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,6,12,5,1,TCP,22,1,1,0,3,0,1,0,3,22,1,0,0,0,0
Port Scan Detected,Medium,Host 192.168.6.217 shows data exfiltration pattern communication with 192.168.4.187 over ICMP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,11,23,2,0,ICMP,53,1,1,0,1,1,0,0,1,53,0,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.11.116 shows brute force attempt communication with 192.168.16.106 over UDP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,15,1,0,0,UDP,8080,1,1,0,1,0,1,0,3,8080,0,0,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.5.59 shows data exfiltration pattern communication with 192.168.3.185 over TCP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,6,58,4,0,TCP,5900,1,1,0,1,1,0,0,0,5900,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.14.10 shows uda - trojan horse traffic communication with 192.168.16.108 over UDP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,5,54,6,1,UDP,53,1,1,0,3,1,0,0,3,53,0,1,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.29.138 shows suspicious dns query communication with 192.168.5.221 over UDP port 22. ,Malicious,False Positive,Closed,1,14,3,0,UDP,22,1,1,0,0,0,0,0,1,22,1,1,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.7.156 shows data exfiltration pattern communication with 192.168.3.204 over TCP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,2,21,2,0,TCP,1492,1,1,0,1,1,0,0,1,1492,1,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.4.50 shows brute force attempt communication with 192.168.9.58 over TCP port 22. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,2,24,1,0,TCP,22,1,1,0,1,0,1,0,0,22,1,1,0,0,0
Suspicious DNS Query,Medium,Host 192.168.10.187 shows suspicious dns query communication with 192.168.8.8 over TCP port 5900. ,Malicious,False Positive,Closed,3,59,0,0,TCP,5900,1,1,0,0,0,0,0,1,5900,1,1,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.28.83 shows brute force attempt communication with 192.168.27.131 over TCP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,3,13,3,0,TCP,443,1,1,0,1,0,1,0,1,443,0,1,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.26.149 shows malware beaconing communication with 192.168.10.29 over ICMP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,14,46,1,0,ICMP,3389,1,1,0,3,1,0,0,0,3389,1,0,0,0,0
Malware Beaconing,Medium,Host 192.168.12.213 shows malware beaconing communication with 192.168.24.109 over ICMP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,1,27,2,0,ICMP,53,1,1,0,3,1,0,0,1,53,0,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.4.146 shows port scan detected communication with 192.168.22.42 over TCP port 5900. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,1,26,3,0,TCP,5900,1,1,0,3,0,1,0,0,5900,1,1,0,0,0
Port Scan Detected,Critical,Host 192.168.25.70 shows anomalous ssh activity communication with 192.168.6.168 over TCP port 53. ,Malicious,Policy Violation,Escalated,21,25,3,0,TCP,53,1,1,0,1,0,0,1,3,53,0,0,0,0,0
Suspicious DNS Query,High,Host 192.168.21.78 shows malware beaconing communication with 192.168.9.127 over TCP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,9,25,6,1,TCP,3389,1,1,0,3,1,0,0,2,3389,1,0,0,0,0
Brute Force Attempt,Low,Host 192.168.18.7 shows port scan detected communication with 192.168.11.103 over UDP port 8080. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,6,56,0,0,UDP,8080,1,1,0,3,0,1,0,0,8080,0,0,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.7.126 shows data exfiltration pattern communication with 192.168.24.110 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,5,57,0,0,UDP,1492,1,1,0,1,1,0,0,3,1492,1,1,0,0,0
Suspicious DNS Query,High,Host 192.168.5.65 shows suspicious dns query communication with 192.168.3.112 over ICMP port 443. ,Malicious,False Positive,Closed,7,6,1,0,ICMP,443,1,1,0,0,0,0,0,2,443,0,0,0,0,0
Suspicious DNS Query,Critical,Host 192.168.29.192 shows uda - trojan horse traffic communication with 192.168.2.216 over TCP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,15,43,6,1,TCP,5900,1,1,0,3,1,0,0,3,5900,1,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.29.93 shows brute force attempt communication with 192.168.5.90 over UDP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,10,24,4,0,UDP,22,1,1,0,1,0,1,0,1,22,1,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.24.162 shows uda - trojan horse traffic communication with 192.168.28.128 over UDP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,18,32,5,1,UDP,8080,1,1,0,3,1,0,0,3,8080,0,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.12.218 shows suspicious dns query communication with 192.168.10.75 over TCP port 5900. ,Malicious,False Positive,Closed,17,34,5,1,TCP,5900,1,1,0,0,0,0,0,3,5900,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.9.6 shows brute force attempt communication with 192.168.9.238 over UDP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,16,46,6,1,UDP,3389,1,1,1,1,0,1,0,3,3389,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.9.24 shows malware beaconing communication with 192.168.20.58 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,23,33,6,1,ICMP,1492,1,1,0,3,1,0,0,2,1492,1,0,0,0,0
Port Scan Detected,Low,Host 192.168.14.105 shows uda - trojan horse traffic communication with 192.168.14.221 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,15,49,0,0,UDP,443,1,1,1,3,1,0,0,0,443,0,0,0,0,0
Malware Beaconing,Medium,Host 192.168.17.105 shows brute force attempt communication with 192.168.3.151 over ICMP port 8080. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,15,3,6,1,ICMP,8080,1,1,0,1,0,1,0,1,8080,0,0,0,0,0
Suspicious DNS Query,Critical,Host 192.168.11.224 shows suspicious dns query communication with 192.168.5.234 over TCP port 443. ,Malicious,False Positive,Closed,13,2,1,0,TCP,443,1,1,0,0,0,0,0,3,443,0,0,0,0,0
Unauthorized Access Attempt,High,Host 192.168.14.183 shows data exfiltration pattern communication with 192.168.16.55 over UDP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,2,17,5,1,UDP,5900,1,1,0,1,1,0,0,2,5900,1,1,0,0,0
Brute Force Attempt,High,Host 192.168.19.24 shows port scan detected communication with 192.168.17.68 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,0,13,5,1,UDP,53,1,1,0,3,0,1,0,2,53,0,1,0,0,0
Malware Beaconing,Critical,Host 192.168.28.35 shows unauthorized access attempt communication with 192.168.25.33 over TCP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,3,19,4,0,TCP,1492,1,1,0,3,0,0,1,3,1492,1,1,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.23.238 shows port scan detected communication with 192.168.19.71 over ICMP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,22,51,6,1,ICMP,53,1,1,0,3,0,1,0,1,53,0,0,0,0,0
Brute Force Attempt,High,Host 192.168.5.110 shows anomalous ssh activity communication with 192.168.24.213 over TCP port 22. ,Malicious,Policy Violation,Escalated,3,50,5,1,TCP,22,1,1,0,1,0,0,1,2,22,1,1,0,0,0
Brute Force Attempt,High,Host 192.168.13.95 shows data exfiltration pattern communication with 192.168.30.156 over UDP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,4,40,2,0,UDP,443,1,1,0,1,1,0,0,2,443,0,1,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.8.152 shows port scan detected communication with 192.168.30.89 over UDP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,0,46,3,0,UDP,3389,1,1,0,3,0,1,0,3,3389,1,1,0,0,0
Malware Beaconing,Low,Host 192.168.23.186 shows malware beaconing communication with 192.168.19.76 over ICMP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,4,58,0,0,ICMP,22,1,1,0,3,1,0,0,0,22,1,1,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.4.188 shows data exfiltration pattern communication with 192.168.14.244 over ICMP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,9,17,3,0,ICMP,53,1,1,0,1,1,0,0,3,53,0,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.9.254 shows data exfiltration pattern communication with 192.168.17.71 over TCP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,13,27,0,0,TCP,8080,1,1,0,1,1,0,0,2,8080,0,0,0,0,0
Brute Force Attempt,High,Host 192.168.6.55 shows unauthorized access attempt communication with 192.168.22.52 over TCP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,3,6,0,0,TCP,3389,1,1,0,3,0,0,1,2,3389,1,1,0,0,0
Malware Beaconing,High,Host 192.168.21.75 shows port scan detected communication with 192.168.14.119 over UDP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,5,30,0,0,UDP,22,1,1,0,3,0,1,0,2,22,1,1,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.11.108 shows port scan detected communication with 192.168.10.38 over TCP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,12,40,3,0,TCP,8080,1,1,0,3,0,1,0,1,8080,0,0,0,0,0
Suspicious DNS Query,High,Host 192.168.13.33 shows anomalous ssh activity communication with 192.168.20.201 over UDP port 5900. ,Malicious,Policy Violation,Escalated,5,54,5,1,UDP,5900,1,1,0,1,0,0,1,2,5900,1,1,0,0,0
Malware Beaconing,Critical,Host 192.168.10.54 shows suspicious dns query communication with 192.168.27.16 over UDP port 443. ,Malicious,False Positive,Closed,16,12,2,0,UDP,443,1,1,0,0,0,0,0,3,443,0,0,0,0,0
